U10,V10,U100,V100,WINDPOWER
3.006890544,-0.150408364,4.865883404,-0.296028047,0.200860307
3.717870299,0.272273162,5.537264766,0.395906975,0.177060068
3.771485166,0.461964384,5.628554143,0.44874565,0.270051169
3.739782462,0.295366007,5.510109066,0.206694198,0.194597086
3.860998683,-0.143398036,5.306730202,-0.349873172,0.142931424
4.571978438,-0.953709449,5.891444435,-1.253162891,0.085546141
4.719768984,-1.161545048,6.034734089,-1.652723915,0.084766193
4.785517007,-2.307864383,6.088796352,-3.106060478,0.109192754
5.257622062,-2.248379628,6.672686636,-3.059360835,0.275239007
5.889556272,-1.950533979,7.51619509,-2.686288404,0.34415807
6.202570413,-1.4754997,7.952233328,-2.077618897,0.464258281
6.099585808,-1.067122096,7.832949304,-1.538736496,0.48833032
5.810195375,-0.530915552,7.499655709,-0.840865423,0.676297846
5.492013548,0.131010544,7.191421782,0.060070391,0.74788764
4.966755148,0.556685133,6.732328648,0.672412905,0.535930797
3.276183488,0.793358518,5.855741432,1.358740246,0.610534028
2.436434465,0.765092712,4.92051459,1.698230911,0.5812387
1.93110857,1.254048955,4.195287773,2.555615373,0.597523073
2.71954985,2.138726471,4.740084974,4.285601033,0.544214793
2.626531497,2.259805368,4.173235265,4.21214092,0.407109346
2.649416965,2.212976945,4.00784145,3.772954388,0.089020456
2.873103957,2.172476687,4.142662469,3.473866785,0.324186668
3.757516555,1.556113381,5.431230641,2.626976625,0.371869867
3.808455177,1.902053087,5.751994403,3.087676477,0.389229624
4.045799626,2.19019555,6.06624265,3.58772996,0.137979934
4.160226965,2.292289951,6.255693747,3.695821269,0.013790903
3.670773249,2.537822766,5.504404874,4.00907618,0.024166578
2.846527285,2.17374232,4.362686361,3.628657737,0.16933149
2.909277761,2.710370742,3.905598001,3.89888601,0.209368833
2.650524326,3.490422591,3.378342569,4.499684791,0.173030335
2.379589916,3.82286221,2.990418895,4.928901737,0.11883575
2.708866614,3.687529904,3.35786453,4.703402459,0.185190437
2.672687686,3.729399181,3.310845709,4.739599771,0.19126458
2.580763674,3.670084372,3.196800059,4.650171119,0.245990948
2.508405818,3.591143339,3.062746399,4.500591053,0.189196535
2.537939637,3.883792141,3.10826462,4.855111779,0.230285626
2.278780375,4.474759541,2.829152896,5.661566585,0.258836459
1.874905401,5.209216444,2.353462485,6.74322742,0.252242351
1.023593069,5.054387346,1.244518594,6.745356673,0.194845251
0.858942028,3.938745567,1.157483755,6.231141926,0.159109441
1.044635915,4.341737359,1.559144533,7.207404707,0.389217806
0.229871684,3.920427758,0.215106538,6.613875263,0.447985725
-0.243407765,3.282357421,-0.697758867,5.910156944,0.33516503
-0.379263332,2.827465171,-0.963365185,5.436930329,0.292598764
-0.806027016,2.203787397,-1.694157708,4.611312241,0.215667506
-1.486781543,2.140547343,-2.78109279,4.377094343,0.197149644
-2.164582688,2.24173143,-3.754982621,4.273825543,0.224755084
-2.474687787,1.823474797,-4.394738705,3.781967959,0.306366032
-2.870440962,1.438800814,-5.147039838,3.20653717,0.38248189
-3.270255036,1.235124226,-5.909344976,2.806769804,0.436014701
-3.560055634,1.253005897,-6.39253839,2.772169433,0.368738256
-3.623922518,1.236868779,-6.524591249,2.716276526,0.497855142
-3.906339662,1.871886149,-6.032394231,3.03140606,0.688694296
-4.432779985,2.492947092,-5.947860393,3.310870597,0.615213718
-4.558298716,2.574068817,-5.946859993,3.289578061,0.642488271
-4.911551555,2.802519624,-6.355757708,3.584268161,0.6717836
-4.658885259,2.642235394,-5.966198798,3.336019094,0.660627977
-4.346836561,2.745174533,-5.53616005,3.451552669,0.545467437
-4.242820328,2.769146661,-5.394242501,3.488286422,0.416504177
-4.258733259,2.724962739,-5.432341172,3.44977523,0.299630115
-4.269212507,2.685009192,-5.493299046,3.425483555,0.34933409
-4.312293857,2.83401242,-5.655218397,3.687359658,0.452039092
-4.37478122,2.879136425,-6.044777307,3.95930792,0.627432907
-3.706049994,2.059853693,-6.544822362,3.698616776,0.71065102
-3.979286664,1.652327514,-7.273935676,3.300470302,0.715685232
-4.51760948,1.395214689,-8.160206008,2.812266888,0.905023576
-5.115314697,1.254672212,-9.04647634,2.417675293,0.985074627
-5.530603387,1.249501753,-9.607955502,2.298586839,0.965410477
-5.602793757,1.31953797,-9.664151042,2.368499463,0.977877832
-5.60667496,1.294625759,-9.643196773,2.316953715,0.986705428
-5.956759444,1.151733073,-10.10704809,2.074629447,0.994563997
-6.391066027,0.786980692,-10.63423845,1.440083504,0.980194042
-6.740762391,0.255363497,-11.1228539,0.535366739,0.951324139
-7.199908672,-0.198696812,-11.79862908,-0.20582558,0.963117902
-7.615585482,-0.563449194,-12.37153784,-0.829114406,0.985842758
-7.682730288,-0.783428723,-12.42535221,-1.213633843,0.974545326
-7.673803522,-0.841713897,-12.34629747,-1.413892039,0.922064263
-8.268791897,-0.980846249,-11.69100033,-1.463067869,0.788716749
-8.371643769,-1.370980883,-11.42145224,-1.96667576,0.876236395
-7.273462666,-0.821842722,-9.632665224,-1.170749539,0.888195602
-6.629205753,-0.653139344,-8.65159626,-0.933293044,0.873482942
-6.240205559,-0.423046682,-8.073693418,-0.621258503,0.954987533
-5.98494884,-0.11750612,-7.730813818,-0.231066172,0.851124425
-5.877243918,0.339398862,-7.606472864,0.357205447,0.858900273
-6.109223749,0.583081519,-8.013877883,0.696088083,0.948168894
-6.31200884,0.542780157,-8.48298239,0.672819733,0.922796942
-6.239021989,0.21427719,-8.915349798,0.253989432,0.885489418
-5.332801456,-0.119380602,-9.150844028,-0.262687263,0.873861098
-5.332012409,-0.376653253,-9.351485113,-0.693450051,0.925266778
-6.167218707,-0.795131354,-10.41827398,-1.413575653,0.987071767
-6.443779697,-1.438078672,-10.60949529,-2.445139172,0.988525307
-6.468240155,-2.105862877,-10.55109272,-3.5602301,0.993973127
-6.179054413,-2.415152403,-10.20680016,-4.121653623,0.983420191
-5.794393978,-2.590885088,-9.616180628,-4.482014736,0.991420569
-5.290192916,-2.676642639,-8.890858398,-4.724244226,0.988868011
-5.100427101,-2.789111557,-8.448600233,-4.936045874,0.947058059
-5.019155255,-2.578232335,-8.382661848,-4.684270394,0.947034424
-5.034147149,-2.577295094,-8.393965571,-4.771377551,0.962196145
-5.513098706,-2.429679638,-9.057117325,-4.579861131,0.827052387
-5.776245896,-2.708977453,-9.443327863,-4.85609821,0.752070999
-5.76441019,-2.846283258,-9.044871625,-4.914567397,0.76437291
-5.851994412,-3.410033712,-8.075577371,-4.947978361,0.861960979
-5.882767247,-3.77743218,-7.814178776,-5.246290541,0.89587691
-3.815135367,-5.314722488,-4.889128462,-7.108367184,0.817362121
-3.800533557,-5.21427903,-4.840912737,-6.875532855,0.729393413
-3.762568851,-4.767863658,-4.795261677,-6.225330608,0.601824606
-4.004124506,-4.269043004,-5.092762962,-5.563982037,0.377045887
-4.105085591,-3.925497261,-5.241513605,-5.132990833,0.284220229
-4.249852106,-3.961404585,-5.472846501,-5.246311796,0.297999315
-4.31410007,-4.014780335,-5.670838735,-5.446945632,0.414849742
-4.323695545,-3.814863886,-6.035534276,-5.545404829,0.523073469
-3.648674734,-2.853129901,-6.207366915,-5.233926991,0.755462592
-3.242327226,-2.862349349,-5.734442458,-5.485338527,0.757176115
-2.983249399,-3.038974561,-5.22971614,-5.868648232,0.756786141
-3.235652113,-3.247625224,-5.472333567,-6.17764911,0.812670614
-3.553137178,-3.595538073,-5.80574018,-6.563435777,0.861960979
-3.687056635,-3.993915269,-5.878576702,-7.12384819,0.84661018
-3.632404146,-4.254485981,-5.692894865,-7.593232288,0.801503173
-3.355804148,-4.380646847,-5.188168547,-7.858267109,0.772515097
-3.029975191,-4.498073499,-4.624454905,-8.196372278,0.861216483
-2.787585147,-4.587841807,-4.184358176,-8.388336751,0.945580884
-2.541857547,-4.789699192,-3.719127719,-8.694860667,0.930501885
-2.310731756,-5.261346737,-3.273388724,-9.315339384,0.953841245
-2.143853929,-5.727171473,-2.932288113,-9.880705719,0.958556387
-2.059580627,-5.947467754,-2.608114299,-10.12716333,0.959194526
-1.669086511,-6.373018059,-2.026960926,-9.116563268,0.939754907
-1.069995112,-6.550128506,-1.221655724,-8.843478324,0.873707472
0.695237074,-6.968774,1.076107128,-9.239549146,0.766984555
1.700986301,-6.723292966,2.330536384,-8.806436196,0.702402477
1.992236742,-6.314672545,2.65281043,-8.233346162,0.564044386
2.010406494,-6.081542758,2.641254787,-7.937071796,0.35419104
2.312345024,-5.865395936,3.020665069,-7.687247225,0.348518689
2.999054778,-5.497946338,3.918795329,-7.288030071,0.358161686
3.594381367,-4.901998672,4.851592519,-6.713684637,0.423630068
3.690574173,-4.1120335,5.370312498,-6.054599713,0.540043252
3.024706193,-2.944326025,5.559696649,-5.320190798,0.473003155
2.365785472,-3.371987952,5.021075285,-6.158797901,0.491875539
1.544940194,-4.490805074,3.706941873,-8.017417387,0.663936848
1.58983017,-4.939567048,3.603583065,-8.664576013,0.877548126
3.371000295,-2.64326438,6.068144945,-4.819913956,0.613240212
4.298192064,1.558218136,6.603556409,2.557443293,0.35532551
4.325446693,1.921550651,6.164441971,2.865643958,0.491521017
4.515694687,2.409939542,6.841731052,3.987971429,0.564422543
4.479355182,3.931716097,6.246615433,6.031134693,0.713274483
3.956173198,4.72373981,5.612981003,7.027294478,0.855969558
3.545216155,5.016567291,4.959445188,7.464801328,0.742912516
3.884028594,6.014959755,5.423596852,8.909766561,0.733553137
3.704468689,6.146191754,5.202113693,9.204157827,0.915245625
3.159910526,5.167355431,4.44329313,7.846442884,0.870918566
2.984625857,5.738085968,4.026006018,8.072414858,0.647120691
2.735593371,5.752495757,3.575977917,7.717136698,0.658890819
2.958946074,5.738577042,3.772447491,7.480019222,0.537218894
2.633747371,5.991088676,3.327239691,7.740520116,0.532042874
2.423324681,6.002043628,3.04756553,7.730423182,0.48283523
2.469637809,5.958223822,3.088799541,7.665129676,0.445905863
2.466617388,6.027787764,3.09836105,7.780907851,0.449935595
2.236058555,6.071059823,2.811515757,7.896012897,0.400337978
1.859009285,5.901258073,2.308938898,7.785619754,0.265950532
1.495551911,5.366108688,1.809947606,7.297601283,0.234693516
1.828805071,3.989071272,2.571880417,6.546389403,0.241488519
1.845417389,3.645085792,2.73382849,6.403012942,0.242646624
0.616609287,3.67959389,0.716349923,6.546389403,0.344358965
-1.174500598,3.605100219,-2.247718114,6.293966056,0.448730221
-1.963837387,3.287406623,-3.441711649,5.785753718,0.379043027
-1.804258457,2.757186965,-3.257054991,5.179937686,0.266115976
-1.630584227,2.299817736,-3.12677942,4.703362407,0.301674525
-1.545005621,2.149187152,-3.058056069,4.632010741,0.313539192
-1.445835119,1.98212414,-2.90208394,4.553254657,0.296569409
-1.373848409,1.790960235,-2.809456814,4.390357457,0.399227142
-1.301358296,1.599796329,-2.70069464,4.206593261,0.328015504
-1.256555379,1.383436035,-2.612250674,3.967632493,0.332470663
-1.203698004,1.240473917,-2.395323921,3.738768658,0.205599083
-1.227861375,1.871479129,-1.987764566,3.474228991,0.120230203
-1.024989739,2.690909508,-1.41287879,3.414993646,0.054395481
-0.255789092,2.558902342,-0.383821298,3.120836305,0.0161662
1.438666869,2.586102152,1.69826688,3.165692354,0
2.279967014,2.561240179,2.743166301,3.143061268,0
3.056274014,2.511960196,3.726673277,3.071304166,0.039044682
3.799052805,2.425387253,4.708952403,2.988507509,0.156273266
4.530999406,2.659800144,5.759377144,3.360540485,0.196570591
4.998846881,2.986557507,6.462934569,3.868359978,0.442348826
5.493001104,3.323970001,7.268403452,4.472223593,0.676569646
5.51672876,3.514874439,7.547739079,4.909941916,0.849989955
4.961707941,4.60968919,7.162194522,6.862839053,0.89360797
3.91201708,3.779032905,5.55616815,5.556859792,0.600725588
3.506583656,2.767683349,5.05581972,4.226593512,0.686401721
3.348743163,2.192306254,5.37567436,3.872223822,0.441415252
3.474087084,1.55299837,5.527313701,2.910678652,0.534406353
3.803695173,1.214253985,6.035029224,2.350421277,0.535658997
3.816590638,0.998487574,6.424257328,2.200835318,0.598964796
3.852182122,0.883500947,6.448200382,1.992187743,0.821439123
3.991453145,0.9944919,6.617643531,2.190899719,0.896337788
4.056962108,1.637795458,6.380054767,2.982435754,0.949090651
4.295270303,3.267586598,6.138168532,4.845912502,0.921508845
3.954830024,3.960614102,5.732978393,6.16458725,0.712872691
3.570029345,4.272720659,5.172465366,6.537724182,0.788823105
3.362154447,4.170608983,4.890060117,6.392554044,0.525176966
3.748502582,3.567262168,5.120895712,5.070015452,0.591153496
5.600291374,4.983506716,7.410220001,6.706629361,0.699566302
6.33620719,4.47161742,8.44171723,6.06739299,0.829321327
6.006781544,4.782933329,8.072703547,6.471820375,0.864608076
5.844813936,4.99363056,7.879784539,6.755970006,0.8690396
5.878671571,4.849152458,7.891000761,6.614683036,0.857600359
6.039724109,4.895591848,8.049149482,6.583169214,0.900757495
5.660427081,5.140258632,7.672845255,6.993374133,0.876697274
5.293941051,5.126068819,7.240459921,7.101571589,0.900993843
5.112299411,5.203897796,7.149047717,7.444021791,0.918152704
4.073693557,5.498013931,5.95900663,8.217160897,0.802543104
3.157707249,4.768313521,4.583897891,7.095794055,0.888136515
2.550557483,3.520899915,4.208715286,6.175590446,0.700759859
2.502058708,3.043606188,4.253019361,5.679772976,0.768768982
2.54781227,2.612321856,4.357330219,5.053173144,0.6386358
2.455390075,2.021509621,4.336019399,4.284235882,0.431086846
2.23760312,1.423817476,4.205911231,3.539984447,0.38502263
2.065569728,1.052302359,3.982147615,3.059923888,0.281525862
2.109035612,0.998553065,3.841944848,2.99216917,0.252419612
2.10400272,1.109921602,3.61201231,3.107194621,0.268597629
1.936544683,1.232039997,3.243559438,3.220119151,0.180534383
1.577379223,1.145611133,2.837532224,3.19070625,0.181586131
1.328937382,0.901374342,2.481978007,3.012127924,0.256331171
1.431425361,0.868264778,2.154464343,2.422819448,0.210739651
2.053673802,1.653864453,2.539180736,2.301491233,0.11156805
3.052016521,2.657041268,3.80100564,3.383991026,0.046655086
3.152908789,1.805276649,3.894413602,2.317628305,0.155422413
3.272663154,1.788066993,4.060889021,2.304340681,0.171269543
3.473172929,1.555905367,4.328174554,2.074542949,0.240862197
3.882858914,1.638579202,4.912688245,2.189051003,0.243745642
4.174760179,2.526057511,5.402403435,3.23486517,0.246440009
3.917524651,3.050445835,5.13465547,4.018053359,0.24484466
3.548807265,3.464827343,4.721703946,4.683997806,0.233322698
2.98391332,3.543114403,3.96100377,4.879404041,0.203625578
2.088907014,3.143242997,2.975561779,4.86494398,0.118918472
1.30814007,2.726836825,1.927229074,4.598019063,0.0988998
0.765306139,1.888287928,1.345489973,4.179458908,0.117736732
0.385164817,1.72867681,0.826179154,3.614344078,0.076245849
-0.117882302,1.940254338,0.106172969,3.089482932,0.092163884
-1.03219112,1.381784147,-0.710943877,2.5368741,0.036480306
-1.255548768,0.618147868,-1.191872864,1.909620087,0.015764408
-1.290608434,0.06069001,-1.392568229,1.338252257,0.008792144
-1.139733691,-0.205553483,-1.584939824,0.875530293,0
-1.268942348,-0.346267724,-1.775461692,0.597271815,0
-1.503723932,-0.405320464,-2.057082608,0.449544702,0
-1.515147868,-0.508578396,-2.240205568,0.227172407,0
-1.573055406,-0.652329636,-2.382172106,-0.062419633,0
-1.864956671,-0.686074058,-2.614312828,-0.427047667,0.00894577
-1.549025748,-0.430291336,-1.927601727,-0.562659594,0.016780705
-0.301453137,-0.432653446,-0.352096864,-0.57008503,0
0.190446034,-0.281649189,0.21353802,-0.404314257,0
0.767345254,0.022436537,0.944396718,-0.042744979,0
0.820622632,0.669540399,1.035284593,0.716550504,0
0.697398266,1.081870025,0.872287329,1.233321689,0
0.569271074,1.529592752,0.702154241,1.776016709,0
0.214306455,1.747555266,0.261610945,2.067659853,0
-0.129871946,1.776164689,-0.175927792,2.135539368,0
-0.608387786,1.628988378,-0.802002535,2.062202204,0
-1.58372335,1.033499454,-2.25057499,1.731673307,0.001500809
-2.007654392,-0.318811945,-4.12617023,-0.035240711,0.138145378
-2.394650809,-1.213962456,-4.978337951,-2.09891442,0.277519765
-2.493687898,-1.461714163,-5.093262289,-2.81591312,0.316186289
-2.455445854,-1.420717154,-5.12067888,-2.80602113,0.310466669
-2.400861055,-1.320731644,-5.177765479,-2.613980089,0.393672965
-2.425048331,-1.349341067,-5.223584986,-2.58430412,0.423062833
-2.352486503,-1.303624978,-5.009885809,-2.563837934,0.286701883
-2.218475919,-1.220746134,-4.670370771,-2.453320533,0.252833221
-2.146894656,-1.151139702,-4.320339781,-2.3724791,0.205161839
-2.199518325,-1.120170738,-4.205039874,-2.485384223,0.204937309
-2.28090524,-1.107488211,-4.104762755,-2.51369578,0.186502168
-2.199518325,-1.136982461,-3.852004326,-2.511990264,0.160243911
-2.617239119,-1.347571412,-3.436999772,-2.370432481,0.12778152
-2.071064277,-1.342262447,-2.560420019,-1.897322492,0.047080512
-0.751550312,-1.282094175,-0.759938725,-1.621028987,0.001760792
0.480130532,-1.107576505,0.728529243,-1.368702126,0.027002753
1.546415583,-0.550920529,1.904974247,-0.73708039,0.020290472
2.443438976,0.339259282,2.994356469,0.312541423,0.030536155
2.740439301,1.034198468,3.355776763,1.181748789,0.033348696
2.699550249,1.496904068,3.29468649,1.784271421,0.025076518
2.460555324,1.918799975,3.007159819,2.334758008,0.005778707
2.212685255,2.237056873,2.732436499,2.791100433,0.050932984
1.624390055,2.201531887,2.251396331,3.129677072,0.12864419
0.670946109,1.637829632,1.572087135,3.799641158,0.157419553
-0.894882712,1.987794782,-0.976145422,4.135821399,0.308670425
-1.944051416,0.974598698,-3.922745084,2.617532834,0.265489654
-2.322829845,0.174552529,-4.696067453,0.701100053,0.340790111
-2.597008374,-0.869764616,-5.457683902,-1.482702147,0.29270512
-2.932361996,-1.450495377,-5.965062391,-2.835981673,0.375639617
-2.706362816,-1.543564968,-5.428419101,-3.008864587,0.3282164
-2.702559183,-1.793414248,-5.381961229,-3.498071884,0.293674147
-2.491457565,-1.931697457,-4.89031257,-3.890053937,0.162560121
-2.571333853,-1.949900343,-4.790812247,-3.981459359,0.123042744
-2.494944228,-2.000105075,-4.487189935,-4.086558477,0.101204193
-2.430282471,-1.957240216,-4.304284928,-4.150234165,0.079672894
-2.261654752,-1.914081762,-3.83751135,-4.093405325,0.077888467
-2.627754405,-1.454312111,-3.533889039,-2.964702417,0.077569398
-2.268628079,-1.347443558,-3.145032994,-2.296450043,0.063010364
-2.132331238,-1.386785278,-2.576930043,-1.857224738,0.021909455
1.354455376,-1.020031081,1.661123565,-1.299889073,0.005636899
1.720834812,0.346442184,2.104967627,0.27549457,0.013353659
1.252715064,1.021277663,1.549065597,1.1189941,0.03551128
1.31015833,1.323719174,1.608132297,1.4991455,0.09199844
1.289010063,1.788697279,1.579105233,2.082758212,0.063683956
0.976072869,2.224528526,1.212891691,2.664723463,0.113588825
0.321048168,2.459760812,0.377857312,3.031283318,0.034199549
-0.011894143,2.341801765,-0.144629842,3.598009564,0.002765271
-0.584897864,1.689255059,-1.326301371,3.616955354,0.026352797
-1.352522798,1.004475357,-2.945404005,2.458790961,0.066555583
-1.738907351,0.037828397,-3.905997313,0.67047311,0.038465629
-1.928670179,-0.841720894,-4.239471026,-1.222870317,0.006594108
-2.056988718,-1.34270394,-4.164203174,-2.490590802,0.016946148
-2.358208629,-1.479865623,-4.460549247,-2.963823692,0.003817019
-2.31534052,-1.919125912,-4.259722467,-3.782199457,0
-1.930384903,-2.504806298,-3.366971483,-5.266560934,0.015185356
-1.701183415,-3.151180729,-2.409753415,-6.421018542,0.074615048
-1.169618867,-3.495456553,-1.058982362,-6.893427703,0.240401319
-0.571180069,-3.546206375,0.472701556,-6.827529302,0.473724016
-0.092771975,-3.490655894,1.628383737,-6.483210158,0.490941965
0.373633048,-3.359323582,2.511346525,-6.033453573,0.511764219
0.915200155,-3.356580349,2.980504886,-5.297862674,0.354628284
1.922886498,-2.782215802,3.067923603,-3.969186169,0.307405963
3.258085191,-2.246256526,4.228668643,-2.938288062,0.134009288
3.973247815,0.14806651,4.997968052,0.159999189,0.227614895
4.461146883,1.434739769,5.633992243,1.727980853,0.256815684
4.690084139,2.098683098,5.988730892,2.603174863,0.259781851
4.313838895,2.3699669,5.566233175,3.004825338,0.336665839
3.826878094,2.292521942,4.956970969,2.906195192,0.276739816
3.621866658,2.390800047,4.699030988,3.047604679,0.253164108
3.049992653,2.402122409,4.013468655,3.134945833,0.236383404
1.412246836,1.558832861,2.669105974,2.871139899,0.189964666
0.306029524,2.020785245,0.977406895,2.480778416,0.039056499
-1.818677094,0.730035936,-1.075294276,1.872361128,0
-1.667616036,-0.452018695,-1.948190503,0.849816056,0
-1.518900647,-1.174385414,-2.130969165,-0.411580333,0
-1.413814694,-1.328369542,-2.397450204,-1.631385698,0.001914418
-1.660109897,-1.78262272,-2.563716152,-2.792369469,0.032166956
-1.66808517,-2.161695412,-2.351328486,-3.744209797,0.053780976
-1.591616374,-2.417127907,-1.892958321,-4.428085088,0.061261389
-1.408185089,-2.53533337,-1.232449761,-4.792303641,0.069238132
-1.189099642,-2.61594859,-0.49791869,-4.972333366,0.104843951
-0.954063648,-2.683882764,0.226932514,-5.091164868,0.120312925
-0.712928916,-2.776273241,0.809432735,-5.222473677,0.244005625
-0.449744899,-2.957431039,1.394779976,-5.593227962,0.354533745
0.201881838,-3.373188185,2.194792499,-5.771475214,0.524030678
1.592394185,-3.115491218,2.759641199,-4.737046993,0.587088311
3.322559345,-2.967847613,4.3385983,-3.950382452,0.457026034
4.158547984,-1.008596563,5.357406458,-1.368923492,0.569102232
4.764070237,-0.174121772,6.076958657,-0.294767728,0.714999823
5.488064236,-0.45574009,7.051946185,-0.629397486,0.819465617
5.633333162,-0.671466942,7.322776054,-0.972666567,0.809089942
6.356857035,0.120133265,8.351359388,0.099761334,0.835939069
6.561361833,0.598974667,8.730521205,0.754046025,0.863520875
5.774370954,1.066984596,7.792024438,1.41005858,0.756431619
4.282191115,1.135132618,6.509146111,1.749871932,0.686614434
2.674360286,0.8693102,5.660735911,2.178958283,0.512473263
2.227270485,1.043065091,4.501013903,2.580974757,0.417662282
1.969171326,1.245703913,3.540280579,2.691558085,0.221848005
2.007721656,1.17755589,2.952437221,2.358080237,0.033537774
2.082471685,0.86615102,2.721519122,1.87830986,0
2.106918236,0.313745858,2.764281733,1.419849812,0.01353092
1.633501381,-0.616858262,2.750027529,0.540366781,0.119202089
1.132347093,-1.310072582,2.627441378,-0.488864506,0.120785621
0.870486926,-1.656679743,2.782527114,-1.372955176,0.081185521
0.844159872,-1.688271541,3.056207823,-1.926447771,0.129034164
0.568195925,-1.751906449,2.951867053,-2.629688623,0.212004112
0.211370311,-1.997871166,2.647967431,-3.535665577,0.206875362
0.137560534,-2.299347186,2.683888024,-4.408813105,0.261495373
0.636364191,-3.014224454,3.009454035,-5.014141635,0.235768899
1.779710559,-2.994818063,3.018576726,-4.500389923,0.273927276
3.256846367,-3.133370665,4.27465715,-4.180159036,0.212205008
5.475808481,-2.556911868,7.127695227,-3.445495992,0.289266258
5.939763533,-2.57217991,7.832294859,-3.46831103,0.433119438
6.442874752,-2.513493373,8.576131019,-3.415476205,0.579017029
6.630460112,-2.79118089,8.88560223,-3.81173739,0.670861843
6.540765171,-3.089384839,8.705445775,-4.206797783,0.522825303
5.527257863,-2.747762395,7.370298551,-3.725280404,0.438389998
4.136303315,-2.730585848,5.679812062,-3.790123143,0.494818071
1.914418472,-2.174733687,4.033535746,-4.189386307,0.328700913
1.078024526,-2.954835217,3.473171804,-5.868693175,0.099703383
0.380498383,-4.115206423,2.272865607,-7.791160315,0.07533591
0.146927292,-4.864771868,1.672712509,-8.958329622,0.14971461
0.326317175,-5.260309586,1.751185566,-9.543115067,0.395291949
0.69784546,-5.539905608,2.108182713,-9.73704289,0.905886246
0.830794307,-6.010352158,2.245786876,-10.37286197,0.96367332
0.913659685,-6.435948833,2.177813736,-10.87299162,0.932865364
1.253316671,-6.094803516,2.689546488,-10.44250788,0.932156321
2.02187028,-5.489807345,3.883221158,-9.687810439,0.923127829
3.681454348,-2.822671227,6.823750288,-5.259291505,0.853369731
3.299454065,-1.15845463,6.606015186,-2.017154541,0.419836684
2.942950821,-0.303444268,5.876547332,-0.182945573,0.330615332
2.644726523,0.011459102,5.227763044,0.521919019,0.437172806
4.130839664,0.944241053,5.595812734,0.85393786,0.489015729
4.380801709,0.440872788,5.728443252,0.541732078,0.270062987
4.50464447,0.198015492,5.780942833,0.153876434,0.19907588
4.675851174,-0.463331367,5.946828676,-0.748799095,0.306200589
4.976611801,-0.742610067,6.29603303,-1.116751995,0.303080796
5.497297992,-0.560309613,6.971269228,-0.900855341,0.219000012
5.75018981,-0.105724083,7.320473582,-0.294951826,0.350090403
5.896957384,0.42112889,7.548426424,0.415998179,0.452488153
5.88205483,1.129349834,7.604471567,1.400301206,0.533543683
5.391173746,1.859484131,7.069887124,2.439158765,0.691861358
4.485279124,2.380742205,6.130053183,3.325960077,0.618097163
3.069988125,2.273040403,5.163274462,4.081018001,0.495078054
2.256669973,2.530871991,3.967465107,4.869737231,0.301532716
1.339033945,2.600341984,2.453707343,5.177331927,0.086243367
0.483717687,2.410581666,1.03802858,5.034561558,0.038631073
-0.139028417,2.091672432,0.096039057,4.692144821,0.013625459
-0.709841379,1.744322463,-0.746793675,4.299236125,0.003521584
-1.109049178,1.33636109,-1.379996014,3.78967359,0.020562272
-1.426518729,1.129349834,-1.734589325,3.269664444,0.065610191
-1.729988912,0.996937228,-2.042837613,2.956266074,0.112383451
-1.891207446,0.77174255,-2.290729593,2.625456684,0.148816488
-1.935915107,0.575454849,-2.484732012,2.348621458,0.148769218
-1.918302998,0.324150644,-2.588738864,2.001561782,0.07819572
-1.892110631,0.081705028,-2.796213673,1.59878684,0.113411565
-2.28589932,0.032749663,-3.299542171,1.072393653,0.205669987
-2.369895531,0.179149516,-3.027938785,0.265683035,0.170005081
-2.18067826,-0.19990488,-2.635622782,-0.33789901,0.130334078
-1.858965727,-1.109463242,-2.162828468,-1.480721476,0.120596542
-0.90054453,-1.428754293,-0.954210397,-1.840799965,0.023741152
0.12903351,-1.666639693,0.264137158,-2.113962957,0.005471455
1.176181142,-1.529606849,1.473836282,-1.977945847,0.01294005
2.039726546,-0.838563327,2.480297306,-1.198528303,0.048687678
2.530357378,-0.03038612,3.091633191,-0.239071514,0.044078893
2.524647261,0.49648934,3.140280608,0.446657897,0.070313516
1.763444725,0.797237993,3.066768955,1.267840031,0.043168953
0.877937332,0.973616902,2.270572882,1.606471839,0.086786968
0.697849023,-0.124907125,1.052225327,0.575902371,0.011143806
-0.652813295,-1.054740554,-0.113691121,-0.469905529,0
-1.264674307,-1.118960568,-2.032561493,-1.604322086,0.006263221
-2.203329713,-1.609655738,-3.814138042,-3.028268838,0.137672682
-2.491471008,-1.95155947,-4.002781918,-4.066175329,0.166920741
-2.473462177,-2.418285199,-3.346582303,-4.993462096,0.219744508
-2.028951521,-2.63491468,-2.246610132,-5.514390694,0.088122334
-1.526900454,-2.859232472,-0.749350715,-5.864310229,0.067040096
-1.052082254,-2.814459364,0.346297241,-5.636862531,0.107231066
-0.321187263,-3.171287465,1.813827681,-5.921877636,0.292374233
0.571347967,-3.381585396,3.259737046,-6.160048674,0.155942378
0.850704466,-3.340430317,3.644592174,-6.073133177,0.111532598
1.304878397,-3.703589968,3.682969581,-6.098530563,0.286370995
1.651877821,-4.173481473,2.864611907,-6.067489314,0.261908982
4.09141555,-4.922413457,5.5645436,-6.631311274,0.360241548
4.676364729,-6.124269465,6.357079494,-8.35294886,0.327200104
5.953029831,-5.680648523,8.011168564,-7.728492046,0.774429515
5.32917329,-4.807382095,7.166945062,-6.496415478,0.761879439
6.284193348,-4.354577281,8.447023487,-5.901175914,0.849257277
